,business_id,business_name,address,city,state,postal_code,latitude,longitude,stars_x,review_count,is_open,attributes,categories,is_restaurant,hours,review_id,user_id,stars_y,useful,funny,cool,text,date
2280,g04aAvgol7IW8buqSbT4xA,Cafe Fleur De Lis,307 Chartres St,New Orleans,LA,70116,29.9544944572,-90.0665915385,4.0,1865,1,"{'RestaurantsReservations': 'False', 'Alcohol': ""'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'Caters': 'False', 'RestaurantsTableService': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'None', 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'WiFi': ""u'free'"", 'HappyHour': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'None', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': True, u'lot': True, u'validated': False}""}","Breakfast & Brunch, Coffee & Tea, Food, Restaurants",True,"{'Monday': '7:0-13:0', 'Tuesday': '7:0-13:0', 'Wednesday': '7:0-13:0', 'Thursday': '7:0-13:0', 'Friday': '7:0-13:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}",iwk53IHGpcKei8NTiY82Vg,HO9Rl_WfU_SkJpNo2eQMng,5.0,0.0,1.0,1.0,"Three letters, WOW!  Food was excellent and relatively cheap for the FQ.  Our waitress Kerry was excellent.  I had the big easy breakfast which came with lots of food that I could not finish.  The pancakes were the best part of the meal.  Glad we skipped the hotels breakfast of pastries to eat here.  I would highly recommend!",2016-08-25 14:38:43
2281,g04aAvgol7IW8buqSbT4xA,Cafe Fleur De Lis,307 Chartres St,New Orleans,LA,70116,29.9544944572,-90.0665915385,4.0,1865,1,"{'RestaurantsReservations': 'False', 'Alcohol': ""'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'Caters': 'False', 'RestaurantsTableService': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'None', 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'WiFi': ""u'free'"", 'HappyHour': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'None', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': True, u'lot': True, u'validated': False}""}","Breakfast & Brunch, Coffee & Tea, Food, Restaurants",True,"{'Monday': '7:0-13:0', 'Tuesday': '7:0-13:0', 'Wednesday': '7:0-13:0', 'Thursday': '7:0-13:0', 'Friday': '7:0-13:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}",vMLyiyNWh-79Q1IB_4tqqw,OeitPFlBNyicU8rw9nJqaw,4.0,0.0,0.0,0.0,"The food was good. Price was Ok. We were instructed to sit on a table next to the window which I really liked. The waitress was not very smiley and kind but she managed well enough. 
Overall, Its recommend for a good coffee and brunch! :)",2017-06-06 19:09:13
2282,g04aAvgol7IW8buqSbT4xA,Cafe Fleur De Lis,307 Chartres St,New Orleans,LA,70116,29.9544944572,-90.0665915385,4.0,1865,1,"{'RestaurantsReservations': 'False', 'Alcohol': ""'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'Caters': 'False', 'RestaurantsTableService': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'None', 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'WiFi': ""u'free'"", 'HappyHour': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'None', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': True, u'lot': True, u'validated': False}""}","Breakfast & Brunch, Coffee & Tea, Food, Restaurants",True,"{'Monday': '7:0-13:0', 'Tuesday': '7:0-13:0', 'Wednesday': '7:0-13:0', 'Thursday': '7:0-13:0', 'Friday': '7:0-13:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}",4rab1QZpVwKSZoqBJE1XmA,9lKo6oqndsNKwolm9pfNAg,4.0,0.0,0.0,0.0,Great spot! Also has breakfast until 3 vs many places which end at 11. The eggs Benedict and eggs Florentine were delicious. Strawberry mimosa was a bit sweet but good. Bloody mary is bomb! Server was very nice.,2018-08-14 05:02:45
2283,g04aAvgol7IW8buqSbT4xA,Cafe Fleur De Lis,307 Chartres St,New Orleans,LA,70116,29.9544944572,-90.0665915385,4.0,1865,1,"{'RestaurantsReservations': 'False', 'Alcohol': ""'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'Caters': 'False', 'RestaurantsTableService': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'None', 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'WiFi': ""u'free'"", 'HappyHour': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'None', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': True, u'lot': True, u'validated': False}""}","Breakfast & Brunch, Coffee & Tea, Food, Restaurants",True,"{'Monday': '7:0-13:0', 'Tuesday': '7:0-13:0', 'Wednesday': '7:0-13:0', 'Thursday': '7:0-13:0', 'Friday': '7:0-13:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}",vSqsqHRO_NsoCF59FHhupg,DlogT8LFi6V-Uir6ZHCkPA,1.0,0.0,0.0,0.0,Horrible service!  There for an hour and a half and never got food. Six tables seated after us got fed and left. Our server said he didn't know what happened. When I asked to speak to the manager I was told he was cooking in the kitchen. We finally walked out.,2018-04-15 15:59:15
2284,g04aAvgol7IW8buqSbT4xA,Cafe Fleur De Lis,307 Chartres St,New Orleans,LA,70116,29.9544944572,-90.0665915385,4.0,1865,1,"{'RestaurantsReservations': 'False', 'Alcohol': ""'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'Caters': 'False', 'RestaurantsTableService': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'None', 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'WiFi': ""u'free'"", 'HappyHour': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'None', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': True, u'lot': True, u'validated': False}""}","Breakfast & Brunch, Coffee & Tea, Food, Restaurants",True,"{'Monday': '7:0-13:0', 'Tuesday': '7:0-13:0', 'Wednesday': '7:0-13:0', 'Thursday': '7:0-13:0', 'Friday': '7:0-13:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}",wWalDKqtGY8FtTuPtm7oQQ,Y-uB-J4IjR4LKQmSP3_XBQ,5.0,0.0,0.0,1.0,"If you're looking for a great place to start your day I'd go here. Great place for a simple breakfast that'll fuel you up for a day full of festivities. Portions are huge, prices are great, and the place is cute and quaint. What more can you ask for a breakfast spot?",2016-02-24 01:24:26
2285,g04aAvgol7IW8buqSbT4xA,Cafe Fleur De Lis,307 Chartres St,New Orleans,LA,70116,29.9544944572,-90.0665915385,4.0,1865,1,"{'RestaurantsReservations': 'False', 'Alcohol': ""'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'Caters': 'False', 'RestaurantsTableService': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'None', 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'WiFi': ""u'free'"", 'HappyHour': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'None', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': True, u'lot': True, u'validated': False}""}","Breakfast & Brunch, Coffee & Tea, Food, Restaurants",True,"{'Monday': '7:0-13:0', 'Tuesday': '7:0-13:0', 'Wednesday': '7:0-13:0', 'Thursday': '7:0-13:0', 'Friday': '7:0-13:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}",3JY3kSJwD0yXZ4LG9S7Ccg,jo4dzlj8y003efCpPPT4zQ,2.0,0.0,0.0,0.0,"Server was not good, I had high expectations of the food, but was let down. I ordered the Shrimp & Grits and my partner ordered the traditional eggs, bacon, sausage and pancake breakfast. My food arrived to the table cold and my shrimp where seasoned, however the sauce was a big disappointment. I would have sent it back however I was informed they ran out of grits (Essence Fest weekend)",2018-07-07 22:34:02
2286,g04aAvgol7IW8buqSbT4xA,Cafe Fleur De Lis,307 Chartres St,New Orleans,LA,70116,29.9544944572,-90.0665915385,4.0,1865,1,"{'RestaurantsReservations': 'False', 'Alcohol': ""'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'Caters': 'False', 'RestaurantsTableService': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'None', 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'WiFi': ""u'free'"", 'HappyHour': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'None', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': True, u'lot': True, u'validated': False}""}","Breakfast & Brunch, Coffee & Tea, Food, Restaurants",True,"{'Monday': '7:0-13:0', 'Tuesday': '7:0-13:0', 'Wednesday': '7:0-13:0', 'Thursday': '7:0-13:0', 'Friday': '7:0-13:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}",g2vRN_MUU9R57m_wbEwH9A,FTfRrNKZS2c7apMg_tCBuA,5.0,1.0,0.0,0.0,"Excellent shrimp and grits for breakfast! A nice spicy barbecue taste to it. My husband had the Boudin omelette and it was good but the boudin wasn't crisp and was  and he thinks that would've been better, but the hashbrowns were phenomenal.",2015-07-16 14:21:17
2287,g04aAvgol7IW8buqSbT4xA,Cafe Fleur De Lis,307 Chartres St,New Orleans,LA,70116,29.9544944572,-90.0665915385,4.0,1865,1,"{'RestaurantsReservations': 'False', 'Alcohol': ""'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'Caters': 'False', 'RestaurantsTableService': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'None', 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'WiFi': ""u'free'"", 'HappyHour': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'None', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': True, u'lot': True, u'validated': False}""}","Breakfast & Brunch, Coffee & Tea, Food, Restaurants",True,"{'Monday': '7:0-13:0', 'Tuesday': '7:0-13:0', 'Wednesday': '7:0-13:0', 'Thursday': '7:0-13:0', 'Friday': '7:0-13:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}",3srtblqw4l_CLfBF40GKDg,sfLvfpboFc8Z3in5baqSTw,4.0,0.0,0.0,0.0,"We enjoyed both a great breakfast and a great lunch here recently. Our servers were friendly, sweet and on their A-game. The very small kitchen has a little trouble keeping up with the demand of the closely-packed tables. Highest praise for the fried green tomatoes and the avocado bowl. The Caesar salad had freshly grilled chicken and thick shavings of parmesan. The oyster po boy was full of outstanding oysters and served on really good bread. There were a couple of disappointments: the coffee tasted as if it had been stewing too long and the pancakes weren't warm when they hit the table, but they were still tasty. Will definitely return.",2017-02-09 03:44:14
2288,g04aAvgol7IW8buqSbT4xA,Cafe Fleur De Lis,307 Chartres St,New Orleans,LA,70116,29.9544944572,-90.0665915385,4.0,1865,1,"{'RestaurantsReservations': 'False', 'Alcohol': ""'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'Caters': 'False', 'RestaurantsTableService': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'None', 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'WiFi': ""u'free'"", 'HappyHour': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'None', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': True, u'lot': True, u'validated': False}""}","Breakfast & Brunch, Coffee & Tea, Food, Restaurants",True,"{'Monday': '7:0-13:0', 'Tuesday': '7:0-13:0', 'Wednesday': '7:0-13:0', 'Thursday': '7:0-13:0', 'Friday': '7:0-13:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}",LeJC2cacyg_RRWlUf9c0zQ,AVVIIs8A1GqGs64QLCtq0g,2.0,0.0,0.0,0.0,"Open air to the street is nice.

Tables are WAY too small and cramped together. Service was especially slow with half the place empty.

Bacon blood mary had a funny taste to it, I probably got a bad batch.

Food was decidedly mediocre.

Nothing I can really recommend about coming here.",2014-02-24 01:59:07
2289,g04aAvgol7IW8buqSbT4xA,Cafe Fleur De Lis,307 Chartres St,New Orleans,LA,70116,29.9544944572,-90.0665915385,4.0,1865,1,"{'RestaurantsReservations': 'False', 'Alcohol': ""'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'Caters': 'False', 'RestaurantsTableService': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'None', 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'WiFi': ""u'free'"", 'HappyHour': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'None', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': True, u'lot': True, u'validated': False}""}","Breakfast & Brunch, Coffee & Tea, Food, Restaurants",True,"{'Monday': '7:0-13:0', 'Tuesday': '7:0-13:0', 'Wednesday': '7:0-13:0', 'Thursday': '7:0-13:0', 'Friday': '7:0-13:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}",Prd0eWz_BnFgHOfyUuZhwQ,7oe4fP7BKn9rywfpHlEylw,1.0,0.0,0.0,0.0,"I dined here yesterday with two friends and we all ordered shrimp and grits. When our orders were brought out, the shrimp and grits were cold and hard and looked as if they had been sitting out for a while. We sent them back and asked if they could send us fresh grits but unfortunately the new grits were the same. It was pretty insulting that they would even think that we should eat food of that quality. I have visited this restaurant many times in my past visits to New Orleans, but I will not return.",2018-02-11 14:12:03
2292,DvkSkF83xDONjkNIoEPRnQ,Greko Greek Street Food,704 Main St,Nashville,TN,37206,36.1744211,-86.7602763,4.0,267,1,"{'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'WiFi': ""'free'"", 'DogsAllowed': 'True', 'GoodForDancing': 'False', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'RestaurantsTableService': 'True', 'Smoking': ""u'outdoor'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'HappyHour': 'True', 'Alcohol': ""u'beer_and_wine'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'CoatCheck': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'WheelchairAccessible': 'True', 'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}","Restaurants, Street Vendors, Wine Bars, Food, Event Planning & Services, Bars, Mediterranean, Greek, Nightlife, Caterers",True,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-15:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",fwAFViBc2wohdhsRRQjRIQ,DIwFWQdlfdDzBIwq5f5JqQ,5.0,0.0,0.0,0.0,"Have you ever tried a new lunch place and liked it so much that you went back for dinner that night and lunch the next day. I have done the back to back to back only once, at Greko. 

I've love the rotisserie chicken pita with fries. If you are in the mood for something healthier, they have great salads. Definitely try the Horta Greens (you can substitute fries for Horta Greens or have them on the side). The perfectly cooked and seasoned greens are delicious. 
I also love the Athenian Chicken (half a rotisserie chicken). 

As a quick, casual, food-first restaurant, Greko has hit the sweet spot.",2017-08-07 22:14:47
2293,IBl6b1zPNo36aqV4h7vQ_w,Dong's China Buffet,398 S Indiana St,Mooresville,IN,46158,39.606606,-86.376912,3.5,59,1,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'False', 'WiFi': ""'no'"", 'Caters': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': None, u'lot': None, u'validated': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'Alcohol': ""u'none'"", 'HasTV': 'True'}","Chinese, Restaurants, Buffets",True,,wynFl4c8O9GRy6qAB59fBQ,Fcz9ubk_kQSigMdkkp_0sw,5.0,1.0,0.0,0.0,Absolutely the best Chinese buffet in the state of Indiana! Always fresh and friendly. Great selection of food and desserts. Location is tucked away in a corner of a strip mall. Could use a face lift but don't change it by the appearance. Best stuffed mushrooms!,2017-02-19 14:34:42
2295,xGUAa3xa8KsmbolC3XboQg,Xtreme Tacos,310 East Waters Ave,Tampa,FL,33604,28.0254766,-82.457399,4.5,193,0,"{'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsReservations': 'False', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'True', 'Alcohol': ""u'none'"", 'WiFi': ""'no'"", 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '1', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'quiet'"", 'Caters': 'True', 'GoodForKids': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': True, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}""}","Mexican, Tacos, Food, Restaurants, Food Trucks, Tex-Mex",True,"{'Monday': '0:0-0:0', 'Tuesday': '16:0-23:0', 'Wednesday': '16:0-23:0', 'Thursday': '16:0-23:0', 'Friday': '11:0-21:0', 'Saturday': '16:0-1:0', 'Sunday': '11:0-15:0'}",Naht5FrBGZDFGjwCQ-DyMw,QKoP7XabOXXWIkTwvYyCiA,5.0,0.0,0.0,0.0,"Xtreme Tacos has become one of my favorite places. Everything I have ever ordered has been DELICIOUS! We have probably gotten food between 8-10 times. I have e joyed everything! For sure, always have to get chips. Their homemade chips are to die for!! The salsa and quest are both excellent for dipping. 
Besides the delicious food, the people who work there are Xtremely friendly and helpful. The guy who is usually at the counter is so warm and welcoming!",2017-10-02 16:29:35
2300,QUxFneps0qX5S8XpEUnazg,Piranha's Bar & Grill,113 2nd Ave N,Nashville,TN,37201,36.162251,-86.77571,4.0,75,0,"{'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'BikeParking': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'False', 'HasTV': 'True', 'WiFi': ""u'no'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': True, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'HappyHour': 'True', 'Alcohol': ""u'full_bar'""}","Restaurants, Dive Bars, Sports Bars, Bars, Nightlife, American (Traditional), Sandwiches",True,"{'Monday': '11:0-3:0', 'Tuesday': '11:0-3:0', 'Wednesday': '11:0-3:0', 'Thursday': '11:0-3:0', 'Friday': '11:0-3:0', 'Saturday': '11:0-3:0', 'Sunday': '11:0-3:0'}",ew_n9Ya-MwiTxZ2xTByrxQ,KgRyglrHTUop0CtLZfUuHA,4.0,0.0,0.0,0.0,"We had been here for Monday night football and liked the divey atmosphere.  We saw the sign the next day for 2 for 1 sammies, and knew the happy hour beer was great.  Much to our surprise it was bike night, 2for1 draft and 2 for 1 sammies!  Our bartender/cook was fantastic, no empty cups and the cooking show was fun.  The single server was keeping up with floor orders and helping refill the bar!  The food was fantastic.  We ordered the club, and the Titan cheesesteak, you can't go wrong.  The night before we got the regular cheesesteak, it came with cheese whiz, so good.  Definitely worth checking out.",2014-09-10 02:28:18
2301,QUxFneps0qX5S8XpEUnazg,Piranha's Bar & Grill,113 2nd Ave N,Nashville,TN,37201,36.162251,-86.77571,4.0,75,0,"{'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'BikeParking': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'False', 'HasTV': 'True', 'WiFi': ""u'no'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': True, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'HappyHour': 'True', 'Alcohol': ""u'full_bar'""}","Restaurants, Dive Bars, Sports Bars, Bars, Nightlife, American (Traditional), Sandwiches",True,"{'Monday': '11:0-3:0', 'Tuesday': '11:0-3:0', 'Wednesday': '11:0-3:0', 'Thursday': '11:0-3:0', 'Friday': '11:0-3:0', 'Saturday': '11:0-3:0', 'Sunday': '11:0-3:0'}",_UPNgRFjS6ySUmc51C5llQ,A8yTl53eJBa9P7KkexCabA,5.0,0.0,0.0,1.0,"Buyer beware, besides being an awesome ""dive"" bar, this is a steelers bar. I believe the owner is a Pittsburgh native hence the pittsburgese style sandwiches (overstuffed with lots of coleslaw and French fries). 

I went here a few Sunday's ago to watch football and cure a hangover and I'll have to agree with other yelpers- the food was fried goodness that had my stomach doing flips for a few hours. I thought the staff was super friendly- despite my hatred for the black and gold. The prices were on par with the food/service, I can't wait to try it again!",2010-11-22 14:09:28
