business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
Ye0slMJ56gXMZChM9mU6QA,New Frontier Outfitters,9280 Ridge Pike,Philadelphia,PA,19128,40.0747869,-75.2445106,4.5,12,0,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False', 'BikeParking': 'True', 'DogsAllowed': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '3'}","Active Life, Fishing, Guns & Ammo, Sporting Goods, Shopping, Outdoor Gear","{'Monday': '0:0-0:0', 'Tuesday': '10:0-15:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '9:30-16:0'}"
XcMTtU_twdP_Zd7oWBkceg,Santa Barbara Surf School,736 Carpinteria St,Santa Barbara,CA,93103,34.419259,-119.678618,5.0,22,1,"{'GoodForKids': 'True', 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'DogsAllowed': 'True'}","Surf Schools, Education, Paddleboarding, Beach Equipment Rentals, Specialty Schools, Active Life, Surfing","{'Monday': '0:0-0:0', 'Tuesday': '9:0-12:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}"
dDn_NVOQh9F-t153S035Ew,Rice Box,119 Northcreek Blvd,Goodlettsville,TN,37072,36.3265562,-86.6993617,4.0,67,1,"{'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""'quiet'"", 'GoodForKids': 'True', 'RestaurantsTableService': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'BikeParking': 'True', 'Alcohol': ""'beer_and_wine'"", 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{u'breakfast': False, u'brunch': False, u'lunch': True, u'dinner': True, u'latenight': False, u'dessert': None}"", 'Ambience': ""{u'divey': None, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': None, u'romantic': None, u'classy': False, u'upscale': None}""}","Japanese, Asian Fusion, Chinese, Restaurants, Food, Thai","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-21:30'}"
61VCde2SRXSwoSPshjXn4Q,Shearz Salon,"105 Los Altos Pkwy, Ste 107",Sparks,NV,89436,39.5831897,-119.7422333,4.0,72,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'HairSpecializesIn': ""{'straightperms': False, 'coloring': True, 'extensions': False, 'africanamerican': False, 'curly': False, 'kids': True, 'perms': True, 'asian': False}""}","Beauty & Spas, Hair Salons, Skin Care, Eyelash Service","{'Monday': '0:0-0:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-15:0'}"
LlGBjFRcqHX6P_n66_eP6A,Tangerine Aveda Salon Spa,"13979 S Virginia St, Ste 506",Reno,NV,89511,39.4034855,-119.7508214,4.5,166,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'RestaurantsPriceRange2': '3', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'HairSpecializesIn': ""{'straightperms': False, 'coloring': True, 'extensions': True, 'africanamerican': False, 'curly': True, 'kids': False, 'perms': False, 'asian': False}"", 'ByAppointmentOnly': 'True', 'BusinessAcceptsBitcoin': 'False'}","Day Spas, Waxing, Beauty & Spas, Hair Removal, Skin Care, Makeup Artists, Massage, Hair Stylists, Hair Salons, Blow Dry/Out Services","{'Monday': '0:0-0:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-18:0', 'Sunday': '9:0-18:0'}"
orIRNZ7D6qVvKQck2N1xXg,Cottman Transmission and Total Auto Care,135 E Kings Hwy,Maple Shade,NJ,08052,39.9489868,-74.9729098,4.5,13,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Automotive, Transmission Repair, Tires, Oil Change Stations, Auto Repair","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-13:0'}"
5iq90F1I1QJs5eJbCIOQ0g,Carmen's Day Spa and Wellness Center,127 Walton Ferry Rd,Hendersonville,TN,37075,36.301713,-86.619797,4.5,6,1,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'AcceptsInsurance': 'False', 'WiFi': ""u'paid'""}","Beauty & Spas, Massage, Day Spas, Skin Care","{'Monday': '0:0-0:0', 'Tuesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '9:0-17:0'}"
_v5iAERdNNh5G9NBL-EelA,Tip Top Nails,1485 Saint Louis Galleria,Saint Louis,MO,63117,38.6346384,-90.3478193,2.5,36,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True'}","Nail Technicians, Nail Salons, Beauty & Spas","{'Monday': '10:0-20:30', 'Tuesday': '10:0-20:30', 'Wednesday': '10:0-20:30', 'Thursday': '10:0-20:30', 'Friday': '10:0-20:30', 'Saturday': '10:0-20:30', 'Sunday': '11:0-17:30'}"
9MHe5jAym2d8VhT_NbCRyw,Bamboo House,5213 E Thompson Rd,Indianapolis,IN,46237,39.6933755014,-86.07983582,2.5,49,1,"{'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'NoiseLevel': ""u'average'"", 'Caters': 'False', 'BikeParking': 'False', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Restaurants, Chinese, Thai","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '12:0-22:0'}"
Jio1vxVDY7qzNR5tVQj2lQ,Edmonton Oilers,10220 104 Avenue NW,Edmonton,AB,T5J 4Y9,53.5462366899,-113.4972208869,4.0,13,1,{'GoodForKids': 'True'},"Arts & Entertainment, Sports Clubs, Professional Sports Teams, Active Life",
zSqTndm5Alq9dW1PyzbdTA,Grand Isle,575 Convention Center Blvd,New Orleans,LA,70130,29.9475671,-90.0651152,4.0,588,1,"{'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'BikeParking': 'True', 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'True', 'OutdoorSeating': 'True', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsDelivery': 'True', 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': True, 'street': False, 'validated': True, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True', 'HappyHour': 'True', 'RestaurantsTableService': 'True', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'True'}","Seafood, Southern, Food, Live/Raw Food, Restaurants, Desserts, Local Flavor","{'Monday': '0:0-0:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-20:0'}"
hr9RXMri_BltL2jJDO-15w,Bitter Sweet,5543 E Washington St,Indianapolis,IN,46219,39.7706855,-86.0721582,4.5,27,0,"{'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': False}"", 'NoiseLevel': ""u'quiet'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTableService': 'True', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True'}","Mediterranean, Salad, Sandwiches, Restaurants, Breakfast & Brunch","{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-18:0'}"
57WmsMG9ApjYT7zNNX0YYw,Quick Chek,1535 Pennington Rd,Ewing,NJ,08618,40.2512333914,-74.7770035467,2.0,6,1,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'True', 'WiFi': ""u'free'""}","Coffee & Tea, Food, Convenience Stores, Drugstores, Shopping","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
sKqn8vhO8kcScDDtbuz_bw,Nadeau Furniture with a Soul,2104 Crestmoor Road,Nashville,TN,37215,36.1106271482,-86.7559853947,4.0,12,0,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Home Decor, Wholesale Stores, Furniture Stores, Interior Design, Home Services, Shopping, Home & Garden","{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-18:0', 'Sunday': '12:0-18:0'}"
AaRe9p02qoeAcSFLIkvNNQ,The Home Depot,138 Sunset Blvd,New Castle,DE,19720,39.6701002,-75.5965244,2.5,10,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'""}","Appliances, Nurseries & Gardening, Hardware Stores, Home & Garden, Shopping, Home Services, Building Supplies","{'Monday': '0:0-0:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-18:0', 'Friday': '9:0-20:0', 'Saturday': '6:0-21:0', 'Sunday': '7:0-20:0'}"
OMaIc59ULw6fuYtUsCH4dg,Kidtopia,15276 Fishhawk Blvd,Lithia,FL,33547,27.8529727,-82.2294872,4.5,9,0,"{'BusinessAcceptsBitcoin': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'DogsAllowed': 'False', 'ByAppointmentOnly': 'False', 'WiFi': ""u'free'""}","Indoor Playcentre, Event Planning & Services, Tutoring Centers, Playgrounds, Private Tutors, Summer Camps, Active Life, Education, Venues & Event Spaces, Kids Activities","{'Monday': '0:0-0:0', 'Tuesday': '13:30-18:0', 'Wednesday': '13:30-18:0', 'Thursday': '13:30-18:0', 'Friday': '13:30-18:0', 'Saturday': '11:0-16:0', 'Sunday': '11:0-16:0'}"
DslZnhZEQK89TKjLbdQrhQ,Channel Park Trailhead,9201 W Waters Ave,Tampa,FL,33615,28.02829669,-82.5884867028,4.5,6,1,"{'GoodForKids': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Parks, Mountain Biking, Active Life",
tHgO4_YzWECWe9qTRcirWA,Downtown Tower Grove Farmers' Market,Old Post Office Plz,Saint Louis,MO,63101,38.6334625411,-90.1924953228,4.5,7,0,"{'BusinessAcceptsCreditCards': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1'}","Farmers Market, Food",{'Thursday': '16:0-19:0'}
jAGzl-N2GINB_wK87bjoVA,RJS Tacos & Burritos,1024 N Shadeland Ave,Indianapolis,IN,46219,39.7826835,-86.0464533,4.0,42,1,"{'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '1', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': None, u'lot': None, u'validated': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True'}","Mexican, Restaurants, Food, Tacos, Desserts","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '11:0-20:0'}"
iDGohK_mkqnAfLeWC4P4TQ,51st Deli,1314 51st Ave N,Nashville,TN,37209,36.1619072,-86.84887,4.5,164,1,"{'BikeParking': 'False', 'RestaurantsReservations': 'False', 'DogsAllowed': 'True', 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'RestaurantsTableService': 'False', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsTakeOut': 'True'}","Restaurants, Mexican, Delis, Breakfast & Brunch, Food, Grocery, Sandwiches, Tacos","{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '6:0-21:0', 'Sunday': '8:0-18:0'}"
rTUMgzjXBCnPnyYlxny4xQ,Midgard Self Storage,23830 State Rd 54,Lutz,FL,33559,28.1850619,-82.4228121933,1.5,6,1,,"Truck Rental, Self Storage, Shopping, Automotive, Packing Supplies, Local Services","{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-18:0', 'Sunday': '12:0-16:0'}"
Ahwed4jRpXhmSCkcLL7FOw,Moe's Southwest Grill,101 Creekside Xing,Brentwood,TN,37027,36.0371204933,-86.7983664088,3.0,48,1,"{'Caters': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'BusinessParking': 'None', 'Alcohol': ""u'beer_and_wine'"", 'HappyHour': 'False', 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'True', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': None, u'classy': None, u'upscale': None}"", 'RestaurantsTableService': 'False', 'BusinessAcceptsBitcoin': 'False'}","Mexican, Restaurants, Tex-Mex","{'Monday': '10:45-16:0', 'Tuesday': '10:45-20:0', 'Wednesday': '10:45-20:0', 'Thursday': '10:45-20:0', 'Friday': '10:45-20:0', 'Saturday': '10:45-20:0', 'Sunday': '10:45-20:0'}"
MtZrHienTC6EnKDEGu6AzA,Medium Rare Carnivore Club,6492 Cartmell Road SW,Edmonton,AB,T6W 3L5,53.3981447,-113.5694847,3.5,5,1,,"Restaurants, Steakhouses","{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}"
OAkcBAwedonnwT3Wf_DqTw,Parks Place Pub,"8594 E 116th, Ste 70",Fishers,IN,46038,39.9571476,-86.0180566,4.0,52,1,"{'BusinessParking': ""{u'valet': False, u'garage': True, u'street': True, u'lot': None, u'validated': False}"", 'BestNights': ""{u'monday': False, u'tuesday': False, u'wednesday': False, u'thursday': False, u'friday': False, u'saturday': False, u'sunday': False}"", 'GoodForMeal': ""{u'breakfast': None, u'brunch': None, u'lunch': None, u'dinner': True, u'latenight': None, u'dessert': None}"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'False', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{u'divey': None, u'hipster': True, u'casual': True, u'touristy': False, u'trendy': True, u'intimate': False, u'romantic': False, u'classy': None, u'upscale': None}"", 'CoatCheck': 'False', 'Music': ""{u'dj': False, u'live': True, u'jukebox': False, u'video': False, u'background_music': False, u'karaoke': False, u'no_music': False}"", 'HasTV': 'True', 'Alcohol': ""u'full_bar'""}","Casinos, American (Traditional), Pizza, Arts & Entertainment, Sports Bars, Bars, Nightlife, Restaurants","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '10:0-2:0', 'Sunday': '10:0-2:0'}"
NcO-pWiZmNM5zBg8H9zB6Q,La Tavola Ristorante Italiano,114 Front St,Smyrna,TN,37167,35.9811081,-86.5193323,4.0,191,1,"{'RestaurantsAttire': ""u'casual'"", 'Caters': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'beer_and_wine'"", 'OutdoorSeating': 'True', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'GoodForKids': 'True', 'HasTV': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': True, u'upscale': False}""}","Food, Pizza, Event Planning & Services, Italian, Caterers, Restaurants","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '11:0-21:0'}"
6zsdSFG86YXsgWK1wtU-3g,LF Santa Barbara,931 State St,Santa Barbara,CA,93101,34.4211744,-119.7017424,3.0,37,0,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False', 'RestaurantsPriceRange2': '3'}","Fashion, Accessories, Women's Clothing, Shopping",
u9IX2rrzt9XH6aUc2EG47A,Pier 1,6996 Marketplace Dr,Goleta,CA,93117,34.4295228878,-119.8717081547,2.5,6,0,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True'}","Furniture Stores, Rugs, Shopping, Home Decor, Home & Garden, Candle Stores","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '11:0-19:0'}"
d-37SrSuOew0uqwuOM_w7w,Thai Fusion,9250 W 10th St,Indianapolis,IN,46234,39.77881,-86.325932,4.0,58,0,"{'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'quiet'"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'free'"", 'HasTV': 'True'}","Thai, Restaurants","{'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:30-21:0'}"
PfKuhGC46pQjnKgQnts-mA,The Night Owl,330 Welch Rd,Nashville,TN,37211,36.082922,-86.7228315,4.5,15,0,"{'CoatCheck': 'False', 'BikeParking': 'True', 'GoodForDancing': 'False', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'OutdoorSeating': 'False', 'Alcohol': ""u'full_bar'"", 'HappyHour': 'True', 'WheelchairAccessible': 'True', 'NoiseLevel': ""u'very_loud'"", 'WiFi': ""u'free'"", 'Caters': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Smoking': ""u'no'"", 'RestaurantsTableService': 'False', 'Music': ""{'dj': True, 'background_music': False, 'jukebox': True, 'live': True, 'video': False, 'karaoke': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'False', 'BusinessAcceptsCreditCards': 'True'}","Arts & Entertainment, Music Venues, Nightlife, Restaurants, American (New), Food, Bars",
V0vhc0cmXq8vNJPUjWYDgQ,A Cut Above The Rest,443 S Evergreen Ave,Woodbury,NJ,08096,39.828969,-75.15032,1.5,8,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'False', 'ByAppointmentOnly': 'False'}","Day Spas, Nail Salons, Hair Salons, Beauty & Spas","{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}"
y7ZMH724MaQMW3yn5QbtiQ,Papa Murphy's,"10785 W Lake Hazel Rd, Ste 100",Boise,ID,83709,43.5457571331,-116.3156733289,2.5,16,1,"{'WiFi': ""u'no'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'HasTV': 'True', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True'}","Restaurants, Pizza",
